Word	[(Document,Count)
Noteworthy	(1, 1) 
it	(1, 3)  (2, 43)  (3, 3)  (4, 41)  (5, 20)  (6, 2)  (7, 39)  (8, 30)  (9, 3)  (10, 25) 
meant	(1, 2)  (2, 1)  (5, 2)  (8, 1)  (10, 1) 
26th	(1, 1)  (2, 1) 
FIFA	(1, 13)  (3, 9)  (5, 39)  (7, 1) 
U	(1, 2)  (2, 1)  (3, 2)  (4, 5)  (7, 1)  (9, 13)  (10, 6) 
20	(1, 8)  (2, 8)  (3, 8)  (4, 8)  (5, 14)  (6, 1)  (7, 1)  (8, 1)  (9, 3)  (10, 1) 
World	(1, 11)  (2, 16)  (3, 7)  (4, 17)  (5, 44)  (7, 18)  (8, 27)  (9, 5)  (10, 21) 
Cup	(1, 35)  (2, 7)  (3, 11)  (5, 46)  (7, 1) 
achieved	(1, 1)  (2, 4)  (5, 2)  (7, 3) 
third	(1, 9)  (2, 8)  (3, 3)  (4, 14)  (5, 20)  (7, 4)  (8, 4)  (9, 1)  (10, 1) 
place	(1, 5)  (2, 7)  (3, 2)  (4, 1)  (5, 8)  (7, 6)  (8, 3)  (9, 1)  (10, 2) 
Jos	(1, 3)  (2, 11)  (5, 5)  (6, 7)  (7, 7) 
Sulantay	(1, 2) 
coach	(1, 2)  (5, 4) 
expired	(1, 1) 
15	(1, 7)  (2, 12)  (3, 8)  (4, 10)  (5, 19)  (6, 1)  (7, 3)  (8, 4)  (9, 1)  (10, 5) 
August	(1, 10)  (2, 1)  (3, 8)  (4, 1)  (5, 15)  (6, 2)  (8, 1)  (9, 3) 
Argentina	(1, 5)  (2, 160)  (3, 3)  (4, 1)  (8, 1) 
successful	(1, 4)  (2, 3)  (6, 1)  (7, 1)  (10, 1) 
left	(1, 2)  (2, 13)  (3, 2)  (4, 2)  (5, 7)  (7, 7)  (8, 4) 
South	(1, 3)  (2, 23)  (3, 2)  (4, 15)  (7, 3)  (8, 4)  (9, 2)  (10, 1) 
America	(1, 2)  (2, 29)  (6, 1)  (7, 8)  (8, 7)  (9, 1)  (10, 1) 
July	(1, 4)  (2, 4)  (3, 10)  (4, 1)  (5, 12)  (6, 3)  (7, 4)  (9, 2) 
2008	(1, 3)  (2, 3)  (3, 2)  (4, 4)  (5, 23)  (7, 9)  (8, 3)  (10, 1) 
join	(1, 1)  (2, 2)  (5, 2)  (9, 1) 
would	(1, 1)  (2, 3)  (3, 6)  (4, 2)  (5, 8)  (6, 2)  (7, 4)  (8, 12)  (9, 3)  (10, 10) 
meet	(1, 1)  (2, 3)  (4, 1) 
compatriot	(1, 1)  (5, 2) 
Mauricio	(1, 1)  (2, 2) 
Isla	(1, 1) 
non	(1, 1)  (2, 7)  (4, 3)  (5, 2)  (7, 4)  (8, 5)  (10, 3) 
competitive	(1, 3)  (3, 1)  (4, 2)  (5, 1)  (7, 1)  (10, 1) 
Bassano	(1, 1) 
named	(1, 6)  (2, 5)  (3, 5)  (4, 1)  (5, 24)  (6, 3)  (8, 1)  (9, 2) 
man	(1, 7)  (3, 7)  (4, 1)  (5, 9)  (8, 3)  (10, 3) 
match	(1, 28)  (3, 23)  (5, 51)  (8, 1) 
14	(1, 7)  (2, 5)  (3, 8)  (4, 8)  (5, 15)  (7, 7)  (8, 1)  (9, 2)  (10, 2) 
September	(1, 8)  (2, 2)  (3, 6)  (4, 2)  (5, 19)  (6, 2)  (7, 1)  (8, 4)  (9, 2) 
loss	(1, 4)  (2, 2)  (3, 4)  (4, 1)  (5, 7)  (7, 1)  (8, 1)  (10, 4) 
Juventus	(1, 2)  (3, 28)  (5, 32) 
four	(1, 6)  (2, 10)  (3, 7)  (4, 8)  (5, 25)  (7, 5)  (9, 2)  (10, 1) 
days	(1, 7)  (2, 2)  (3, 3)  (5, 14)  (6, 1)  (7, 1)  (10, 3) 
European	(1, 1)  (2, 17)  (3, 2)  (4, 5)  (5, 31)  (7, 34)  (8, 87)  (10, 4) 
Borussia	(1, 2)  (3, 2)  (5, 1) 
Dortmund	(1, 2)  (3, 1)  (5, 3) 
Lecce	(1, 1) 
got	(1, 1)  (7, 1) 
minor	(1, 1)  (3, 1)  (7, 2) 
slump	(1, 1) 
took	(1, 3)  (2, 8)  (4, 4)  (5, 12)  (6, 1)  (7, 10)  (8, 7)  (9, 1)  (10, 1) 
much	(1, 1)  (2, 4)  (4, 5)  (5, 1)  (7, 10)  (8, 12)  (10, 5) 
criticism	(1, 2)  (2, 1)  (4, 1)  (8, 1) 
ended	(1, 4)  (2, 1)  (3, 1)  (4, 5)  (5, 12)  (6, 1)  (7, 3)  (8, 7)  (10, 2) 
90th	(1, 2) 
minute	(1, 7)  (3, 4)  (5, 14) 
Bologna	(1, 1)  (5, 1) 
important	(1, 2)  (2, 7)  (3, 1)  (4, 6)  (5, 4)  (6, 2)  (7, 16)  (8, 2)  (10, 3) 
role	(1, 2)  (2, 6)  (3, 4)  (4, 1)  (5, 13)  (6, 1)  (7, 3)  (8, 3)  (10, 2) 
eliminated	(1, 1)  (4, 1)  (5, 10) 
assisting	(1, 3)  (2, 1)  (3, 1)  (5, 2) 
G	(1, 1)  (2, 9)  (4, 1)  (5, 1) 
khan	(1, 1) 
Inler	(1, 1) 
semi	(1, 6)  (2, 1)  (3, 5)  (4, 1)  (5, 17)  (7, 1)  (8, 1) 
second	(1, 16)  (2, 16)  (3, 16)  (4, 18)  (5, 56)  (7, 13)  (8, 6)  (10, 1) 
leg	(1, 2)  (3, 8)  (5, 16) 
Roma	(1, 2)  (3, 1)  (5, 2)  (7, 1) 
81st	(1, 1)  (9, 1) 
It	(1, 1)  (2, 13)  (3, 5)  (4, 14)  (5, 2)  (7, 18)  (8, 12)  (9, 1)  (10, 5) 
not	(1, 3)  (2, 7)  (3, 2)  (4, 7)  (5, 24)  (6, 2)  (7, 12)  (8, 15)  (9, 3)  (10, 20) 
enough	(1, 1)  (2, 1)  (5, 1)  (10, 1) 
aggregate	(1, 3)  (5, 6) 
score	(1, 7)  (2, 1)  (3, 1)  (4, 1)  (5, 29)  (7, 1) 
finished	(1, 4)  (2, 1)  (3, 4)  (5, 15) 
favour	(1, 1)  (7, 4)  (8, 1) 
By	(1, 1)  (2, 7)  (4, 12)  (5, 3)  (6, 1)  (7, 5)  (8, 6)  (9, 3)  (10, 2) 
end	(1, 3)  (2, 7)  (4, 11)  (5, 4)  (7, 7)  (8, 16)  (9, 4)  (10, 4) 
total	(1, 2)  (2, 7)  (4, 28)  (5, 12)  (7, 10)  (8, 5)  (9, 1)  (10, 3) 
32	(1, 1)  (2, 1)  (4, 2)  (5, 5)  (8, 1) 
appearances	(1, 4)  (3, 3)  (5, 12) 
27	(1, 3)  (2, 5)  (3, 4)  (4, 2)  (5, 4)  (7, 2)  (8, 6)  (9, 1)  (10, 1) 
seven	(1, 1)  (2, 2)  (3, 1)  (4, 2)  (5, 4)  (7, 3)  (8, 2)  (9, 2) 
comfortably	(1, 1) 
defeated	(1, 5)  (2, 2)  (3, 5)  (5, 8)  (6, 1)  (7, 1)  (8, 1) 
Palermo	(1, 1) 
52	(1, 1)  (2, 1)  (4, 1)  (5, 1)  (8, 1) 
minutes	(1, 5)  (3, 2)  (5, 7)  (10, 1) 
This	(1, 2)  (2, 8)  (4, 6)  (5, 3)  (6, 2)  (7, 8)  (8, 16)  (9, 4)  (10, 5) 
event	(1, 1)  (7, 2) 
broke	(1, 1)  (3, 1)  (5, 3)  (7, 3)  (8, 1)  (9, 1) 
single	(1, 1)  (2, 1)  (4, 3)  (5, 11)  (7, 4)  (8, 3)  (10, 1) 
beating	(1, 1)  (2, 1)  (5, 1)  (7, 1) 
records	(1, 1)  (2, 2)  (4, 1)  (5, 1)  (8, 1) 
set	(1, 5)  (2, 3)  (3, 1)  (4, 1)  (5, 8)  (6, 1)  (7, 1)  (8, 3)  (9, 3)  (10, 1) 
countrymen	(1, 1) 
Marcelo	(1, 4)  (2, 1)  (3, 1) 
Salas	(1, 3) 
Iv	(1, 1) 
Zamorano	(1, 1) 
During	(1, 3)  (2, 4)  (3, 1)  (4, 1)  (5, 9)  (7, 7)  (8, 11)  (9, 3)  (10, 4) 
Italian	(1, 1)  (2, 13)  (3, 2)  (5, 5)  (7, 3)  (8, 1)  (10, 1) 
Antonio	(1, 1)  (2, 4)  (3, 1)  (6, 1)  (7, 2) 
Di	(1, 1)  (2, 1)  (5, 2) 
Natale	(1, 1) 
became	(1, 6)  (2, 13)  (3, 5)  (4, 23)  (5, 37)  (6, 2)  (7, 22)  (8, 13)  (9, 2) 
best	(1, 4)  (2, 7)  (3, 4)  (5, 14)  (7, 3)  (8, 2)  (10, 1) 
duos	(1, 1) 
they	(1, 8)  (2, 15)  (3, 5)  (4, 7)  (5, 12)  (6, 1)  (7, 17)  (8, 5)  (10, 7) 
tallied	(1, 1) 
39	(1, 1)  (4, 2)  (7, 4)  (8, 1) 
between	(1, 2)  (2, 12)  (4, 26)  (5, 5)  (7, 29)  (8, 36)  (9, 3)  (10, 14) 
them	(1, 1)  (2, 8)  (3, 1)  (4, 11)  (5, 6)  (7, 7)  (8, 6)  (10, 5) 
short	(1, 2)  (2, 6)  (4, 3)  (5, 2)  (7, 2) 
Alessandro	(1, 1)  (3, 1) 
Del	(1, 1)  (3, 1) 
Piero	(1, 1)  (3, 1) 
David	(1, 1)  (5, 5)  (7, 1) 
Trezeguet	(1, 1)  (5, 1) 
duo	(1, 1) 
completed	(1, 2)  (2, 2)  (4, 2)  (5, 1)  (7, 2)  (8, 1) 
41	(1, 1)  (2, 2) 
08	(1, 1)  (4, 1)  (5, 8) 
recognition	(1, 1)  (2, 2)  (4, 2)  (5, 1)  (7, 3)  (8, 2)  (10, 1) 
achievements	(1, 1)  (2, 1)  (5, 1) 
world	(1, 2)  (2, 55)  (3, 4)  (4, 122)  (5, 19)  (7, 38)  (8, 30)  (10, 5) 
promising	(1, 1) 
youngster	(1, 1) 
users	(1, 2)  (3, 1)  (4, 5)  (8, 1) 
com	(1, 2)  (3, 2) 
choose	(1, 1)  (5, 1)  (7, 3) 
Gareth	(1, 1)  (5, 1) 
Bale	(1, 1)  (5, 2) 
Javier	(1, 1)  (7, 1) 
Pastore	(1, 1) 
Ganso	(1, 1) 
Neymar	(1, 2)  (5, 2) 
poll	(1, 1)  (2, 1)  (4, 2) 
ranked	(1, 1)  (2, 9)  (3, 1)  (4, 7)  (5, 3)  (7, 5) 
56th	(1, 1)  (5, 1) 
edition	(1, 1)  (5, 1)  (10, 1) 
Castrol	(1, 1)  (5, 1) 
Performance	(1, 1) 
Index	(1, 1)  (2, 6)  (4, 4)  (7, 2) 
24th	(1, 1)  (2, 1) 
among	(1, 1)  (2, 23)  (4, 11)  (5, 2)  (7, 9)  (8, 4)  (9, 3)  (10, 3) 
forwards	(1, 1) 
confirmed	(1, 1)  (3, 1)  (4, 2)  (5, 4)  (7, 1)  (8, 1) 
agreed	(1, 2)  (3, 1)  (5, 4)  (7, 1)  (10, 1) 
26	(1, 4)  (2, 2)  (3, 2)  (5, 4)  (8, 1)  (9, 1) 
11	(1, 1)  (2, 4)  (3, 13)  (4, 3)  (5, 10)  (7, 5)  (8, 2)  (9, 5) 
certain	(1, 1)  (4, 1)  (5, 1)  (10, 2) 
bonuses	(1, 1)  (3, 1)  (5, 1) 
play	(1, 5)  (3, 4)  (4, 1)  (5, 19) 
very	(1, 3)  (2, 6)  (4, 1)  (5, 1)  (6, 1)  (7, 3)  (8, 5) 
young	(1, 1)  (4, 1)  (5, 1)  (7, 1)  (10, 1) 
said	(1, 4)  (2, 1)  (4, 1)  (5, 10)  (7, 1)  (8, 2)  (10, 3) 
Pep	(1, 1) 
Guardiola	(1, 1) 
can	(1, 1)  (2, 7)  (4, 4)  (5, 2)  (6, 1)  (7, 7)  (8, 2)  (9, 1)  (10, 15) 
three	(1, 6)  (2, 10)  (3, 13)  (4, 13)  (5, 26)  (6, 1)  (7, 5)  (8, 13)  (9, 3)  (10, 2) 
attacking	(1, 2)  (3, 3)  (5, 8)  (6, 1)  (10, 1) 
positions	(1, 1)  (2, 1)  (5, 1) 
shows	(1, 1)  (2, 1)  (5, 1)  (7, 1)  (8, 1) 
intense	(1, 1)  (10, 2) 
defensive	(1, 1)  (3, 2)  (5, 1)  (10, 1) 
skills	(1, 2)  (4, 1)  (5, 1)  (7, 1)  (8, 1) 
direct	(1, 1)  (2, 1)  (4, 2)  (6, 1)  (7, 3)  (10, 1) 
what	(1, 1)  (4, 1)  (5, 2)  (6, 2)  (7, 2)  (8, 4)  (9, 2)  (10, 3) 
I	(1, 3)  (2, 4)  (4, 2)  (5, 9)  (6, 2)  (7, 9)  (8, 4)  (9, 3)  (10, 8) 
ve	(1, 1)  (2, 1)  (5, 1) 
been	(1, 4)  (2, 30)  (3, 3)  (4, 35)  (5, 18)  (6, 2)  (7, 20)  (8, 29)  (9, 1)  (10, 27) 
told	(1, 1) 
nice	(1, 1)  (2, 1) 
kid	(1, 1) 
finalised	(1, 1) 
five	(1, 2)  (2, 7)  (3, 2)  (4, 8)  (5, 16)  (7, 2)  (8, 5)  (9, 1)  (10, 4) 
passed	(1, 1)  (2, 1)  (4, 2)  (7, 2)  (8, 1) 
medical	(1, 2)  (2, 2)  (4, 1)  (5, 2)  (9, 2)  (10, 1) 
contract	(1, 4)  (3, 6)  (5, 11)  (6, 1) 
want	(1, 2)  (10, 1) 
learn	(1, 1) 
like	(1, 1)  (2, 13)  (4, 1)  (5, 1)  (6, 1)  (7, 16)  (8, 5)  (10, 1) 
Lionel	(1, 1)  (2, 1)  (3, 2)  (5, 4) 
Messi	(1, 1)  (2, 1)  (3, 2)  (5, 21) 
Xavi	(1, 1) 
Hern	(1, 1)  (2, 1) 
ndez	(1, 1)  (2, 8)  (3, 1)  (6, 1)  (7, 3) 
help	(1, 1)  (2, 1)  (3, 1)  (5, 2)  (7, 1) 
more	(1, 6)  (2, 13)  (3, 4)  (4, 27)  (5, 19)  (7, 20)  (8, 25)  (9, 1)  (10, 16) 
mired	(1, 1) 
term	(1, 2)  (2, 7)  (4, 3)  (7, 2)  (8, 10) 
injuries	(1, 1)  (2, 1)  (3, 1)  (10, 1) 
archrivals	(1, 1)  (5, 1) 
Real	(1, 5)  (3, 3)  (5, 19)  (7, 2) 
Madrid	(1, 4)  (3, 3)  (5, 60)  (7, 16)  (8, 2) 
Supercopa	(1, 2)  (3, 1)  (5, 3) 
Espa	(1, 2)  (3, 1)  (5, 3)  (7, 10) 
suffering	(1, 2)  (5, 1)  (10, 1) 
thigh	(1, 1)  (5, 2) 
injury	(1, 7)  (3, 3)  (5, 9)  (10, 2) 
challenge	(1, 3)  (3, 1)  (5, 2) 
tie	(1, 2)  (2, 1)  (3, 1)  (5, 1) 
return	(1, 1)  (2, 5)  (3, 2)  (5, 7)  (7, 8) 
weeks	(1, 1)  (5, 4) 
substitute	(1, 4)  (3, 5)  (5, 7) 
UEFA	(1, 7)  (3, 10)  (5, 31)  (7, 1) 
Super	(1, 2)  (3, 1)  (4, 1)  (5, 4) 
Barca	(1, 1)  (3, 1)  (7, 1) 
started	(1, 1)  (2, 2)  (3, 5)  (4, 3)  (5, 3)  (6, 1)  (7, 2)  (8, 7) 
opening	(1, 13)  (3, 4)  (4, 2)  (5, 22)  (7, 1)  (8, 3) 
Villarreal	(1, 1)  (3, 1)  (5, 3) 
week	(1, 3)  (4, 1)  (5, 2)  (7, 1) 
10	(1, 6)  (2, 8)  (3, 3)  (4, 8)  (5, 13)  (7, 7)  (8, 10)  (10, 3) 
stretchered	(1, 1)  (5, 1) 
off	(1, 7)  (2, 1)  (3, 2)  (4, 1)  (5, 17)  (7, 2)  (8, 2)  (10, 1) 
30	(1, 4)  (2, 6)  (3, 1)  (4, 5)  (5, 10)  (7, 3)  (8, 1)  (9, 1)  (10, 1) 
following	(1, 8)  (2, 3)  (3, 4)  (4, 4)  (5, 16)  (7, 7)  (8, 18)  (9, 3)  (10, 5) 
Dani	(1, 1) 
Estrada	(1, 1)  (2, 1) 
domestic	(1, 1)  (2, 3)  (3, 1)  (4, 3)  (5, 1)  (7, 2)  (10, 2) 
Sociedad	(1, 1)  (2, 1)  (5, 3) 
returned	(1, 3)  (2, 3)  (3, 3)  (4, 2)  (5, 2)  (8, 1)  (9, 2)  (10, 1) 
Viktoria	(1, 1) 
Plze	(1, 1) 
Bar	(1, 3)  (3, 1)  (6, 1) 
equaliser	(1, 4)  (3, 1)  (5, 5) 
went	(1, 2)  (2, 5)  (3, 4)  (4, 1)  (5, 3)  (6, 2)  (7, 5) 
Bernab	(1, 1)  (5, 2) 
u	(1, 1)  (5, 2)  (8, 3) 
Stadium	(1, 6)  (3, 2) 
2012	(1, 4)  (2, 6)  (3, 9)  (4, 12)  (5, 19)  (7, 3)  (8, 2) 
Champions	(1, 8)  (2, 1)  (3, 12)  (5, 43) 
League	(1, 26)  (2, 1)  (3, 14)  (4, 2)  (5, 72)  (7, 1) 
Bayer	(1, 1)  (3, 11)  (5, 1) 
Leverkusen	(1, 1)  (3, 5)  (5, 1) 
13	(1, 6)  (2, 4)  (3, 6)  (4, 3)  (5, 5)  (7, 4)  (8, 2)  (9, 1)  (10, 2) 
campaign	(1, 5)  (2, 1)  (3, 2)  (4, 3)  (5, 13)  (6, 2)  (7, 1) 
Benfica	(1, 2)  (3, 1)  (5, 1) 
2013	(1, 6)  (2, 8)  (3, 8)  (4, 12)  (5, 27)  (7, 4)  (8, 1)  (10, 1) 
6	(1, 3)  (2, 15)  (3, 3)  (4, 7)  (5, 17)  (6, 5)  (7, 5)  (8, 4)  (9, 4)  (10, 2) 
Getafe	(1, 1)  (5, 3) 
From	(1, 1)  (2, 1)  (4, 5)  (5, 1)  (7, 3)  (8, 7)  (9, 1) 
onwards	(1, 1)  (5, 1)  (8, 1) 
matches	(1, 5)  (3, 3)  (5, 18) 
Deportivo	(1, 1)  (5, 2) 
Coru	(1, 1)  (5, 1) 
Mallorca	(1, 1)  (5, 2)  (7, 2) 
Athletic	(1, 1)  (5, 2) 
Bilbao	(1, 1)  (5, 1)  (7, 3) 
Betis	(1, 1) 
Atl	(1, 1)  (2, 1)  (5, 8) 
tico	(1, 1)  (5, 8)  (7, 2) 
Espanyol	(1, 1)  (5, 2) 
ending	(1, 1)  (2, 1)  (3, 1)  (4, 1)  (8, 2)  (9, 1) 
100	(1, 3)  (2, 3)  (3, 2)  (4, 8)  (5, 17)  (7, 2)  (8, 3)  (9, 1)  (10, 5) 
points	(1, 1)  (2, 1)  (5, 2)  (7, 1) 
Camp	(1, 1)  (5, 3) 
Nou	(1, 1)  (5, 3) 
Cl	(1, 1)  (3, 1)  (5, 4) 
sico	(1, 1)  (3, 1)  (5, 2) 
fixture	(1, 2)  (3, 1)  (5, 3) 
January	(1, 6)  (2, 1)  (3, 2)  (4, 5)  (5, 10)  (6, 1)  (7, 2)  (8, 2)  (9, 2) 
Elche	(1, 1) 
high	(1, 2)  (2, 13)  (3, 1)  (4, 14)  (5, 7)  (7, 18)  (8, 6)  (10, 7) 
competitions	(1, 5)  (3, 2)  (5, 16) 
given	(1, 2)  (2, 1)  (3, 1)  (4, 4)  (5, 7)  (6, 1)  (7, 4)  (8, 3)  (9, 2) 
squad	(1, 6)  (2, 1)  (3, 2)  (5, 5) 
number	(1, 5)  (2, 5)  (4, 22)  (5, 16)  (7, 17)  (8, 6)  (9, 1)  (10, 7) 
17	(1, 7)  (2, 2)  (3, 3)  (4, 5)  (5, 17)  (7, 9)  (8, 2)  (9, 2) 
previously	(1, 2)  (4, 1)  (5, 2)  (7, 1)  (8, 5) 
worn	(1, 1)  (5, 2) 
Nacho	(1, 1) 
Monreal	(1, 1) 
vacant	(1, 1) 
instead	(1, 1)  (2, 5)  (3, 1)  (5, 1)  (7, 1) 
statement	(1, 1)  (3, 1)  (5, 3) 
released	(1, 1)  (2, 3)  (4, 1)  (5, 6)  (8, 1) 
so	(1, 1)  (2, 6)  (3, 1)  (4, 2)  (5, 12)  (6, 2)  (7, 9)  (8, 4)  (10, 2) 
happy	(1, 1)  (5, 1) 
be	(1, 2)  (2, 15)  (3, 9)  (4, 19)  (5, 19)  (6, 3)  (7, 26)  (8, 18)  (9, 5)  (10, 35) 
joining	(1, 1)  (2, 1)  (3, 2)  (4, 1)  (5, 1)  (8, 2) 
great	(1, 3)  (2, 5)  (4, 4)  (5, 1)  (7, 7)  (8, 4)  (10, 1) 
fantastic	(1, 1) 
huge	(1, 2)  (2, 2)  (4, 2)  (5, 1)  (7, 1)  (8, 2) 
support	(1, 1)  (2, 9)  (3, 1)  (4, 3)  (5, 3)  (6, 2)  (7, 1)  (8, 2)  (9, 13)  (10, 7) 
around	(1, 1)  (2, 7)  (4, 13)  (5, 1)  (7, 11)  (8, 13)  (10, 4) 
stadium	(1, 1)  (3, 1)  (5, 2) 
London	(1, 2)  (4, 1)  (5, 2)  (8, 2) 
Manager	(1, 1)  (5, 1) 
Ars	(1, 2)  (5, 1) 
ne	(1, 2)  (5, 1) 
Wenger	(1, 3)  (5, 1) 
praised	(1, 2)  (2, 1)  (5, 1)  (6, 1) 
saying	(1, 2)  (2, 1)  (3, 1)  (5, 6)  (7, 2) 
consistently	(1, 1)  (2, 1)  (4, 2) 
produced	(1, 1)  (2, 3)  (3, 2)  (4, 2)  (5, 2)  (7, 7)  (8, 3)  (10, 1) 
quality	(1, 1)  (4, 2)  (7, 2)  (10, 1) 
highest	(1, 1)  (2, 8)  (4, 15)  (5, 23)  (7, 8)  (8, 2) 
level	(1, 2)  (2, 10)  (3, 2)  (4, 8)  (5, 5)  (7, 10)  (8, 1)  (9, 1)  (10, 7) 
seasons	(1, 1)  (3, 2)  (4, 1)  (5, 4) 
now	(1, 1)  (2, 4)  (3, 1)  (4, 4)  (5, 3)  (7, 7)  (8, 7)  (9, 2)  (10, 1) 
we	(1, 1)  (2, 2)  (3, 1)  (5, 5)  (6, 4)  (7, 1)  (10, 1) 
are	(1, 1)  (2, 54)  (4, 58)  (5, 3)  (6, 3)  (7, 83)  (8, 65)  (9, 4)  (10, 41) 
excited	(1, 1) 
see	(1, 1)  (3, 1)  (4, 1)  (7, 1)  (8, 1)  (9, 2)  (10, 3) 
integrate	(1, 1)  (7, 1) 
appearance	(1, 5)  (3, 2)  (5, 9) 
pre	(1, 1)  (2, 2)  (4, 2)  (5, 2)  (7, 5)  (8, 2)  (10, 1) 
Emirates	(1, 5) 
wins	(1, 1)  (5, 2) 
City	(1, 11)  (2, 2)  (5, 8)  (7, 1)  (8, 2) 
Community	(1, 3)  (2, 1)  (5, 2)  (7, 5)  (8, 5) 
Shield	(1, 3)  (5, 2)  (8, 1) 
half	(1, 4)  (2, 9)  (3, 4)  (4, 3)  (5, 6)  (7, 7)  (8, 6)  (10, 3) 
helping	(1, 1)  (3, 3)  (5, 4)  (9, 1) 
Premier	(1, 14)  (4, 1)  (5, 19) 
Crystal	(1, 4) 
Palace	(1, 5)  (5, 1) 
Laurent	(1, 2) 
Koscielny	(1, 2) 
slotting	(1, 1) 
ball	(1, 2)  (5, 12) 
past	(1, 4)  (4, 2)  (5, 2)  (7, 2)  (8, 1)  (10, 1) 
Be	(1, 1) 
ikta	(1, 1) 
goalkeeper	(1, 8)  (5, 1) 
Tolga	(1, 1) 
Zengin	(1, 1) 
stoppage	(1, 1) 
secure	(1, 2)  (3, 1)  (5, 3) 
spot	(1, 1)  (3, 3)  (5, 7) 
group	(1, 7)  (2, 5)  (3, 6)  (4, 6)  (5, 23)  (7, 9)  (8, 3)  (9, 1)  (10, 5) 
stage	(1, 3)  (3, 3)  (4, 2)  (5, 18) 
Following	(1, 2)  (2, 4)  (4, 3)  (5, 12)  (10, 1) 
full	(1, 2)  (2, 9)  (3, 1)  (4, 1)  (5, 6)  (6, 1)  (7, 2)  (8, 2)  (9, 1) 
praise	(1, 1)  (5, 3) 
technical	(1, 1)  (2, 2)  (5, 1) 
side	(1, 3)  (3, 7)  (4, 2)  (5, 4)  (6, 1)  (7, 4)  (8, 7)  (10, 3) 
but	(1, 2)  (2, 17)  (3, 8)  (4, 17)  (5, 14)  (6, 5)  (7, 14)  (8, 18)  (9, 1)  (10, 8) 
fighting	(1, 2)  (4, 1)  (8, 3)  (9, 1)  (10, 2) 
mobile	(1, 1)  (2, 1)  (4, 3)  (5, 1)  (9, 1) 
dangerous	(1, 1)  (4, 1) 
shown	(1, 1)  (5, 3)  (10, 1) 
spirit	(1, 1)  (5, 1)  (6, 1) 
qualities	(1, 1)  (3, 1) 
will	(1, 2)  (2, 3)  (3, 3)  (4, 6)  (5, 1)  (6, 2)  (7, 1)  (9, 1)  (10, 5) 
came	(1, 4)  (2, 6)  (3, 3)  (4, 2)  (5, 11)  (6, 1)  (7, 5)  (8, 3)  (9, 1)  (10, 1) 
netting	(1, 4)  (5, 3) 
newly	(1, 1)  (2, 1)  (4, 1)  (5, 1)  (7, 1)  (8, 2)  (10, 1) 
Leicester	(1, 3) 
many	(1, 1)  (2, 9)  (4, 15)  (5, 3)  (6, 2)  (7, 19)  (8, 19)  (9, 1)  (10, 8) 
games	(1, 3)  (3, 2)  (4, 1)  (5, 10)  (7, 1) 
previous	(1, 4)  (3, 2)  (4, 1)  (5, 9)  (8, 1) 
champions	(1, 3)  (2, 1)  (3, 3)  (5, 3)  (7, 1) 
demonstrating	(1, 1) 
perfect	(1, 1)  (5, 3) 
technique	(1, 1)  (3, 1)  (5, 1) 
sidefoot	(1, 1) 
volley	(1, 1)  (5, 1) 
Joe	(1, 1)  (5, 1) 
Hart	(1, 1) 
fourth	(1, 3)  (2, 3)  (3, 3)  (4, 1)  (5, 6)  (7, 6)  (10, 1) 
free	(1, 3)  (2, 2)  (3, 1)  (4, 6)  (5, 17)  (6, 1)  (7, 3)  (8, 3) 
kick	(1, 3)  (3, 1)  (5, 12) 
Gunners	(1, 4) 
fell	(1, 2)  (2, 1)  (4, 8)  (7, 1)  (8, 4) 
defeat	(1, 4)  (2, 2)  (3, 5)  (5, 15)  (7, 1)  (8, 3)  (10, 1) 
Southampton	(1, 2) 
proper	(1, 1)  (2, 1)  (3, 1)  (4, 1)  (5, 1)  (7, 1)  (8, 1)  (10, 1) 
Galatasaray	(1, 1)  (5, 2) 
provided	(1, 5)  (2, 2)  (3, 1)  (4, 2)  (5, 1)  (7, 3)  (9, 1)  (10, 1) 
assists	(1, 2)  (3, 3)  (5, 4)  (7, 1) 
Danny	(1, 1) 
Welbeck	(1, 2) 
assisted	(1, 6)  (3, 2)  (9, 1) 
late	(1, 2)  (2, 4)  (3, 2)  (4, 4)  (5, 5)  (7, 7)  (8, 6)  (10, 3) 
Hull	(1, 4) 
saw	(1, 2)  (2, 1)  (4, 1)  (5, 15)  (7, 5)  (8, 6)  (9, 2)  (10, 1) 
Sunderland	(1, 2) 
capitalising	(1, 1) 
errors	(1, 1) 
defender	(1, 2)  (3, 1)  (5, 3) 
Wes	(1, 1) 
Brown	(1, 1)  (8, 1) 
Vito	(1, 1) 
Mannone	(1, 1) 
again	(1, 2)  (2, 5)  (3, 4)  (5, 8)  (6, 2)  (7, 3)  (8, 3) 
Burnley	(1, 4) 
With	(1, 1)  (2, 6)  (4, 4)  (5, 10)  (7, 7)  (8, 3)  (9, 5) 
across	(1, 3)  (2, 7)  (4, 6)  (5, 4)  (7, 10)  (8, 8) 
Yaya	(1, 1) 
Sanogo	(1, 1) 
qualified	(1, 1)  (3, 1)  (5, 1) 
knockout	(1, 2)  (5, 5) 
stages	(1, 1)  (2, 1)  (5, 1)  (6, 1)  (7, 1)  (9, 1) 
winner	(1, 2)  (3, 1)  (5, 8) 
89th	(1, 1)  (2, 1) 
give	(1, 3)  (5, 3)  (7, 1)  (8, 1)  (10, 1) 
Queens	(1, 1) 
Park	(1, 2)  (2, 3) 
